slnoskm,Status,Address,Street_only, lat,long,Beds,bathsfull,bathshalf,bathstotal,sqft,garages,roof_Built-Up,roof_Concrete,roof_Shake,roof_Shingle,roof_Slate,roof_Tile,roof_Other,lotsqft,yrblt,pool_Community,pool_Private,pool_None,spa,subdivn,adom_agentdaysonmarket,cdom_cumuldaysmls,listprice,lppersqft,PendingDate,pd_dom,pd_moy,pd_year,sppersqft,datesold,ds_dom,ds_moy,ds_year,splsale,splsal_Auction,splsal_shortsale,splsale_BankOwnedREO,pricesold,days_on_market
431,Sold,8952  MAGNOLIA CHASE CIR ,MAGNOLIA CHASE CIR,28.1309661,-82.35076146,4,3,1,4,3739,3,0,0,0,0,0,1,0,25631,1994,0,1,0,TRUE,HUNTERS GREEN,163,163,485000,129.71,11/22/2015,22,11,2015,128.38,1/22/2016,22,1,2016,None,0,0,0,480000,61
432,Sold,9114 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13437169,-82.34492338,5,3,0,3,3825,3,0,0,0,0,0,1,0,35316,1994,0,1,0,,HUNTERS GREEN,234,234,504900,132,4/6/2017,6,4,2017,126.01,5/26/2017,26,5,2017,None,0,0,0,482000,50
433,Sold,17414 HEATHER OAKS PL,HEATHER OAKS PL,28.12291813,-82.35584177,5,3,1,4,3115,3,0,0,0,0,0,1,0,11250,1994,1,1,0,TRUE,HUNTERS GREEN,19,19,489900,157.27,2/25/2019,25,2,2019,155.7,4/12/2019,12,4,2019,None,0,0,0,485000,46
434,Sold,9156 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13692467,-82.33996053,4,3,0,3,3008,3,0,0,0,0,0,1,0,14595,1995,1,1,0,,HUNTERS GREEN,23,23,485000,161.24,6/24/2018,24,6,2018,161.24,7/18/2018,18,7,2018,None,0,0,0,485000,24
435,Sold,17823 OSPREY POINTE PL,OSPREY POINTE PL,28.13206504,-82.34270737,4,3,0,3,3210,3,0,0,0,0,0,1,0,13050,1994,0,1,0,TRUE,HUNTERS GREEN,121,121,500000,155.76,7/24/2017,24,7,2017,151.09,8/16/2017,16,8,2017,None,0,0,0,485000,23
436,Sold,9107  WOODRIDGE RUN DR ,WOODRIDGE RUN DR,28.13584163,-82.34167512,4,3,1,4,3525,3,0,0,0,0,0,1,0,16416,1998,0,1,0,TRUE,HUNTERS GREEN,30,30,495000,140.43,11/4/2015,4,11,2015,138.72,12/18/2015,18,12,2015,None,0,0,0,489000,44
437,Sold,9174 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13856287,-82.33888046,4,3,1,4,3633,3,0,0,0,0,0,1,0,11132,1997,0,1,0,TRUE,HUNTERS GREEN,21,21,499900,137.6,5/6/2019,6,5,2019,136.25,8/1/2019,1,8,2019,None,0,0,0,495000,87
438,Sold,9178 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13870579,-82.3388434,5,3,1,4,3464,3,0,0,0,0,0,1,0,13650,1997,1,1,0,FALSE,HUNTERS GREEN,13,273,500000,144.34,9/23/2018,23,9,2018,142.9,11/1/2018,1,11,2018,None,0,0,0,495000,39
439,Sold,9148 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13653974,-82.34122629,5,3,0,3,3010,3,0,0,0,0,0,1,0,12285,1995,1,1,0,TRUE,HUNTERS GREEN,46,46,500000,166.11,8/17/2018,17,8,2018,166.11,9/27/2018,27,9,2018,None,0,0,0,500000,41
440,Sold,8902 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13021678,-82.35160416,4,3,1,4,3318,3,0,0,0,0,0,1,0,20520,1994,1,1,0,TRUE,HUNTERS GREEN,10,111,500000,150.69,5/24/2018,24,5,2018,150.69,7/2/2018,2,7,2018,None,0,0,0,500000,39
441,Sold,9204 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13959816,-82.33833743,4,3,1,4,3081,3,0,0,0,0,0,1,0,16872,1998,0,1,0,TRUE,HUNTERS GREEN,8,8,500000,162.28,6/2/2017,2,6,2017,162.28,7/10/2017,10,7,2017,None,0,0,0,500000,38
442,Sold,17802  OSPREY POINTE PL ,OSPREY POINTE PL,28.13128657,-82.34254635,4,3,1,4,3618,3,0,0,0,0,0,1,0,19716,1994,0,1,0,TRUE,HUNTERS GREEN,69,69,519000,143.45,5/18/2015,18,5,2015,138.2,6/19/2015,19,6,2015,None,0,0,0,500000,32
443,Sold,9204 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13959816,-82.33833743,4,3,1,4,3081,3,0,0,0,0,0,1,0,16872,1998,0,1,0,TRUE,HUNTERS GREEN,4,4,525000,170.4,5/29/2018,29,5,2018,163.91,7/18/2018,18,7,2018,None,0,0,0,505000,50
444,Sold,17404 HEATHER OAKS PL,HEATHER OAKS PL,28.12232088,-82.35573381,4,3,1,4,3715,3,0,0,0,0,0,1,0,21109,1992,1,1,0,,HUNTERS GREEN,12,202,529900,142.64,6/15/2016,15,6,2016,136.47,7/16/2016,16,7,2016,None,0,0,0,507000,31
445,Sold,9112 CANBERLEY DR,CANBERLEY DR,28.13172356,-82.34560928,4,3,1,4,3176,3,0,0,0,0,0,1,0,12727,1991,0,1,0,TRUE,HUNTERS GREEN FOX CHASE,21,21,549900,173.14,7/31/2019,31,7,2019,160.58,8/23/2019,23,8,2019,None,0,0,0,510000,23
446,Sold,8928 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13243659,-82.352749,4,4,0,4,3200,3,0,0,0,0,0,1,0,18480,1994,1,1,0,TRUE,HUNTERS GREEN,36,36,514900,160.91,2/21/2017,21,2,2017,160.91,3/31/2017,31,3,2017,None,0,0,0,514900,38
447,Sold,17804 OSPREY POINTE PL,OSPREY POINTE PL,28.13136517,-82.3425597,4,3,1,4,3168,3,0,0,0,0,0,1,0,14043,1993,0,1,0,TRUE,HUNTERS GREEN,0,0,530000,167.3,3/4/2019,4,3,2019,163.86,3/4/2019,4,3,2019,None,0,0,0,519100,0
448,Sold,17822 OSPREY POINTE PL,OSPREY POINTE PL,28.13201432,-82.34282389,4,3,0,3,2961,3,0,0,0,0,0,1,0,13950,1993,0,1,0,,HUNTERS GREEN,146,146,535000,180.68,8/15/2016,15,8,2016,175.62,9/8/2016,8,9,2016,None,0,0,0,520000,24
449,Sold,17827 OSPREY POINTE PL,OSPREY POINTE PL,28.13220759,-82.34278715,5,3,0,3,3225,3,0,0,0,0,0,1,0,18050,1994,0,1,0,FALSE,HUNTERS GREEN,16,16,529000,164.03,5/31/2018,31,5,2018,163.26,7/2/2018,2,7,2018,None,0,0,0,526500,32
450,Sold,9210 PINE ISLAND CT,PINE ISLAND CT,28.13977906,-82.34007678,5,3,1,4,3340,3,0,0,0,0,0,1,0,16786,1996,0,1,0,,HUNTERS GREEN,26,26,550000,164.67,4/22/2019,22,4,2019,158.68,5/16/2019,16,5,2019,None,0,0,0,530000,24
451,Sold,9338 DEER CREEK DR,DEER CREEK DR,28.13356239,-82.33827658,6,4,1,5,3381,2,0,0,0,0,0,1,0,12325,1996,0,1,0,TRUE,HUNTERS GREEN PH 2,87,87,529000,156.46,5/7/2018,7,5,2018,157.35,6/27/2018,27,6,2018,None,0,0,0,532000,51
452,Sold,8908 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13066806,-82.35206108,5,4,1,5,3680,3,0,0,0,0,0,1,0,16120,1994,0,1,0,TRUE,HUNTERS GREEN MAGNOLIA CHASE,65,65,569900,154.86,5/29/2019,29,5,2019,146.74,7/5/2019,5,7,2019,None,0,0,0,540000,37
453,Sold,9168 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13805809,-82.33898369,4,3,1,4,3498,3,0,0,0,0,0,1,0,12150,1996,0,1,0,,HUNTERS GREEN,1,1,540000,154.37,10/11/2016,11,10,2016,154.37,10/12/2016,12,10,2016,None,0,0,0,540000,1
454,Sold,9118 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.1345731,-82.34459143,4,3,1,4,3361,3,0,0,0,0,0,1,0,13770,1994,0,1,0,TRUE,HUNTERS GREEN,9,9,565000,168.1,7/21/2019,21,7,2019,161.26,8/21/2019,21,8,2019,None,0,0,0,542000,31
455,Sold,9338 DEER CREEK DR,DEER CREEK DR,28.13356239,-82.33827658,6,4,1,5,3381,2,0,0,0,0,0,1,0,12325,1996,0,1,0,,HUNTERS GREEN PRCL 14B PH,33,33,542000,160.31,7/10/2019,10,7,2019,160.31,8/8/2019,8,8,2019,None,0,0,0,542000,29
456,Sold,9205 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13953203,-82.3382313,4,3,1,4,3612,3,0,0,0,0,0,1,0,17010,1997,1,1,0,,HUNTERS GREEN,0,0,600000,166.11,10/15/2016,15,10,2016,155.04,11/15/2016,15,11,2016,None,0,0,0,560000,31
457,Sold,18002  PINNACLE CT ,PINNACLE CT,28.13424042,-82.35222184,4,3,0,3,3522,3,0,0,0,1,0,0,0,21450,1998,0,1,0,TRUE,HUNTERS GREEN,41,41,575000,163.26,2/18/2016,18,2,2016,160.42,3/31/2016,31,3,2016,None,0,0,0,565000,42
458,Sold,17801  OSPREY POINTE PL ,OSPREY POINTE PL,28.13122493,-82.34240449,5,4,1,5,4167,3,0,0,0,0,0,1,0,15704,1995,0,1,0,TRUE,HUNTERS GREEN,0,0,580000,139.19,7/13/2015,13,7,2015,139.19,7/13/2015,13,7,2015,None,0,0,0,580000,0
459,Sold,9124 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13483965,-82.34415364,5,3,1,4,3363,3,0,0,0,0,0,1,0,15750,1998,0,1,0,,HUNTERS GREEN PRCL 15,0,0,590000,175.44,7/13/2018,13,7,2018,175.44,7/13/2018,13,7,2018,None,0,0,0,590000,0
460,Sold,8942 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13176188,-82.35146363,4,3,1,4,4263,3,0,0,0,0,0,1,0,29000,1990,0,1,0,TRUE,HUNTERS GREEN,210,210,615000,144.26,4/9/2018,9,4,2018,138.4,4/27/2018,27,4,2018,None,0,0,0,590000,18
461,Sold,9155 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13684393,-82.33965594,4,3,1,4,4810,3,0,0,0,0,0,1,0,16317,1996,0,1,0,TRUE,HUNTERS GREEN,89,89,629000,130.77,3/26/2018,26,3,2018,127.86,5/11/2018,11,5,2018,None,0,0,0,615000,46
462,Sold,9212 PINE ISLAND CT,PINE ISLAND CT,28.13981924,-82.34006562,4,3,1,4,4091,3,0,0,0,0,0,1,0,19305,1996,0,1,0,TRUE,HUNTERS GREEN,3,3,625000,152.77,4/27/2017,27,4,2017,151.55,6/30/2017,30,6,2017,None,0,0,0,620000,64
463,Sold,8945  MAGNOLIA CHASE CIR ,MAGNOLIA CHASE CIR,28.13153236,-82.35142575,5,5,0,5,4520,3,0,0,0,0,0,1,0,19256,1991,0,1,0,TRUE,HUNTERS GREEN,159,159,650000,143.81,3/16/2016,16,3,2016,138.27,4/29/2016,29,4,2016,None,0,0,0,625000,44
464,Sold,18008 PINNACLE CT,PINNACLE CT,28.13430272,-82.35258005,5,3,2,5,3680,3,0,0,0,1,0,0,0,16940,1996,0,1,0,TRUE,HUNTERS GREEN,5,5,650000,176.63,5/10/2017,10,5,2017,171.76,7/13/2017,13,7,2017,None,0,0,0,632080,64
465,Sold,8945 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13153236,-82.35142575,5,5,0,5,4550,3,0,0,0,0,0,1,0,19256,1991,0,1,0,TRUE,HUNTERS GREEN MAGNOLIA CHASE,13,13,659000,144.84,8/28/2019,28,8,2019,142.86,10/4/2019,4,10,2019,None,0,0,0,650000,37
466,Sold,18124 LONGWATER RUN DR,LONGWATER RUN DR,28.13730806,-82.34686456,4,3,0,3,4038,3,0,0,0,0,0,1,0,33495,1999,0,1,0,,HUNTERS GREEN,52,529,699000,173.11,12/19/2016,19,12,2016,162.83,1/13/2017,13,1,2017,None,0,0,0,657500,25
467,Sold,9125  WOODRIDGE RUN DR ,WOODRIDGE RUN DR,28.13550538,-82.34093913,6,4,0,4,5393,3,0,0,0,0,0,1,0,15580,1998,0,1,0,TRUE,HUNTERS GREEN,346,346,699000,129.61,7/1/2016,1,7,2016,129.61,10/20/2016,20,10,2016,None,0,0,0,699000,111
468,Sold,8923 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13187558,-82.35289271,4,4,0,4,4860,3,0,0,0,0,0,1,0,20250,1990,1,1,0,TRUE,HUNTERS GREEN,125,158,749899,154.3,12/13/2018,13,12,2018,150.21,2/8/2019,8,2,2019,None,0,0,0,730000,57
469,Sold,8802  FAZIO CT ,FAZIO CT,28.13430719,-82.35310935,4,3,1,4,4123,3,0,0,0,1,0,0,0,22496,1995,0,1,0,TRUE,HUNTERS GREEN,240,240,749900,181.88,12/14/2015,14,12,2015,180.69,2/10/2016,10,2,2016,None,0,0,0,745000,58
470,Sold,9155 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13684393,-82.33965594,4,3,1,4,4810,3,0,0,0,0,0,1,0,16317,1996,0,1,0,TRUE,HUNTERS GREEN,38,38,787000,163.62,1/31/2019,31,1,2019,155.51,3/1/2019,1,3,2019,None,0,0,0,748000,29
471,Sold,18113 LONGWATER RUN DR,LONGWATER RUN DR,28.13751194,-82.34757071,5,5,1,6,5688,4,0,0,0,0,0,1,0,52438,2004,0,1,0,,HUNTERS GREEN,15,15,821500,144.43,3/15/2017,15,3,2017,140.6,5/15/2017,15,5,2017,"Auction, Bank Owned/REO",1,0,1,799724,61
472,Sold,9105 WOODRIDGE RUN DR,WOODRIDGE RUN DR,28.13591359,-82.34172828,5,4,1,5,4879,3,0,0,0,0,0,1,0,16117,1995,0,1,0,TRUE,HUNTERS GREEN,64,64,874900,179.32,10/27/2018,27,10,2018,163.97,12/12/2018,12,12,2018,None,0,0,0,800000,46
473,Sold,18112 LONGWATER RUN DR,LONGWATER RUN DR,28.13763939,-82.34761516,4,4,0,4,4415,3,0,0,0,0,0,1,0,35838,1995,1,1,0,TRUE,HUNTERS GREEN,23,23,864000,195.7,3/15/2016,15,3,2016,185.73,4/29/2016,29,4,2016,None,0,0,0,820000,45
474,Sold,8940 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13192104,-82.35160406,5,4,1,5,5939,3,0,0,0,0,0,1,0,45055,1990,0,1,0,TRUE,HUNTERS GREEN,252,252,999900,168.36,9/18/2017,18,9,2017,157.43,11/9/2017,9,11,2017,None,0,0,0,935000,52
475,Sold,18113 LONGWATER RUN DR,LONGWATER RUN DR,28.13751194,-82.34757071,6,6,2,8,5688,5,0,0,0,0,0,1,0,52438,2004,0,1,0,,HUNTERS GREEN,4,39,999900,175.79,7/10/2017,10,7,2017,165.26,8/14/2017,14,8,2017,None,0,0,0,940000,35
476,Sold,18132  LONGWATER RUN DR ,LONGWATER RUN DR,28.13725176,-82.34637448,5,5,0,5,5116,3,0,0,0,0,0,1,0,37897,2002,0,1,0,,HUNTERS GREEN PARCEL 10B,316,316,1000000,195.47,3/24/2015,24,3,2015,185.69,4/13/2015,13,4,2015,None,0,0,0,950000,20
477,Sold,18110 LONGWATER RUN DR,LONGWATER RUN DR,28.1376686,-82.34775146,5,4,1,5,4908,4,0,0,0,0,0,1,0,32670,1995,0,1,0,TRUE,HUNTERS GREEN PARCEL 10A,103,103,1050000,213.94,3/5/2018,5,3,2018,205.79,3/20/2018,20,3,2018,None,0,0,0,1010000,15
478,Sold,18131 LONGWATER RUN DR,LONGWATER RUN DR,28.13712434,-82.3464221,5,6,1,7,6700,5,0,0,0,1,0,0,0,35650,2001,1,1,0,TRUE,HUNTERS GREEN,495,674,1099000,164.03,2/18/2019,18,2,2019,150.75,3/20/2019,20,3,2019,None,0,0,0,1010000,30
479,Sold,18130 LONGWATER RUN DR,LONGWATER RUN DR,28.13722908,-82.34649687,5,5,1,6,5634,4,0,0,0,0,0,1,0,42560,2000,0,1,0,TRUE,HUNTERS GREEN,0,0,1090000,193.47,4/9/2018,9,4,2018,186.37,4/13/2018,13,4,2018,None,0,0,0,1050000,4
480,Sold,18134 LONGWATER RUN DR,LONGWATER RUN DR,28.1372895,-82.34625512,4,3,1,4,4813,3,0,0,0,0,0,1,0,37544,1999,0,1,0,TRUE,HUNTERS GREEN,92,92,1195000,248.29,9/12/2017,12,9,2017,218.16,9/28/2017,28,9,2017,None,0,0,0,1050000,16
481,Sold,18145  LONGWATER RUN DR ,LONGWATER RUN DR,28.13740562,-82.34549764,6,5,2,7,6350,4,0,0,0,0,0,1,0,48352,2000,0,1,0,TRUE,HUNTERS GREEN,633,633,1399000,220.31,11/19/2015,19,11,2015,208.66,1/15/2016,15,1,2016,None,0,0,0,1325000,57
482,Sold,18122 LONGWATER RUN DR,LONGWATER RUN DR,28.13737181,-82.34695831,6,6,1,7,8398,4,0,0,0,0,0,1,0,35620,2006,0,1,0,TRUE,HUNTERS GREEN,566,566,1695000,201.83,4/24/2018,24,4,2018,170.87,6/28/2018,28,6,2018,None,0,0,0,1435000,65
